Id,"Case Name","Case Id","Water-binder ratio","Amount of fly ash","Amount of silica fume","Amount of slag","Amount of limestone powder","Amount of Pozzolan","Amount of metakaolin","Fine aggregate","Coarse aggregate",Sp,"Amount of binder","Amount of cement","Type of cement","Amount of water","Specimen size","Transfer coefficient","Test mode","Curing type","Compressive strength",Reference
,,,,,,,,,,kg/m^3,,,kg/m^3,kg/m^3,,kg/m^3,mm,,,,MPa,
18243521,"Compressive strength of concrete at 28 days",829,0.35,0.40,0.10,0.00,0.00,0.00,0.00,,,,450.0,225.0,"cem iv/b-v",157.5,150,,"EN 12390",水养,58.20,"Real S, Bogas J A, Pontes J. Chloride migration in structural lightweight aggregate concrete produced with different binders[J]. Construction and Building Materials, 2015, 98: 425-436."
18243522,"Compressive strength of concrete at 28 days",830,0.45,0.00,0.00,0.00,0.00,0.00,0.00,,,,400.0,400.0,"cem I",180.0,150,,"EN 12390",水养,57.70,"Real S, Bogas J A, Pontes J. Chloride migration in structural lightweight aggregate concrete produced with different binders[J]. Construction and Building Materials, 2015, 98: 425-436."
18243523,"Compressive strength of concrete at 28 days",831,0.45,0.00,0.06,0.00,0.00,0.00,0.00,,,,400.0,376.0,"cem ii/a-d",180.0,150,,"EN 12390",水养,59.80,"Real S, Bogas J A, Pontes J. Chloride migration in structural lightweight aggregate concrete produced with different binders[J]. Construction and Building Materials, 2015, 98: 425-436."
18243524,"Compressive strength of concrete at 28 days",832,0.45,0.00,0.09,0.00,0.00,0.00,0.00,,,,400.0,364.0,"cem ii/a-d",180.0,150,,"EN 12390",水养,58.80,"Real S, Bogas J A, Pontes J. Chloride migration in structural lightweight aggregate concrete produced with different binders[J]. Construction and Building Materials, 2015, 98: 425-436."
18243525,"Compressive strength of concrete at 28 days",833,0.45,0.15,0.00,0.00,0.00,0.00,0.00,,,,400.0,340.0,"cem ii/a-v",180.0,150,,"EN 12390",水养,53.40,"Real S, Bogas J A, Pontes J. Chloride migration in structural lightweight aggregate concrete produced with different binders[J]. Construction and Building Materials, 2015, 98: 425-436."
18243526,"Compressive strength of concrete at 28 days",834,0.45,0.30,0.00,0.00,0.00,0.00,0.00,,,,400.0,280.0,"cem ii/b-v",180.0,150,,"EN 12390",水养,45.70,"Real S, Bogas J A, Pontes J. Chloride migration in structural lightweight aggregate concrete produced with different binders[J]. Construction and Building Materials, 2015, 98: 425-436."
18243527,"Compressive strength of concrete at 28 days",835,0.45,0.20,0.10,0.00,0.00,0.00,0.00,,,,400.0,280.0,"cem iv/a-v",180.0,150,,"EN 12390",水养,48.50,"Real S, Bogas J A, Pontes J. Chloride migration in structural lightweight aggregate concrete produced with different binders[J]. Construction and Building Materials, 2015, 98: 425-436."
18243528,"Compressive strength of concrete at 28 days",836,0.45,0.40,0.10,0.00,0.00,0.00,0.00,,,,400.0,200.0,"cem iv/b-v",180.0,150,,"EN 12390",水养,38.00,"Real S, Bogas J A, Pontes J. Chloride migration in structural lightweight aggregate concrete produced with different binders[J]. Construction and Building Materials, 2015, 98: 425-436."
18243529,"Compressive strength of concrete at 28 days",837,0.55,0.00,0.00,0.00,0.00,0.00,0.00,,,,350.0,350.0,"cem I",192.5,150,,"EN 12390",水养,47.80,"Real S, Bogas J A, Pontes J. Chloride migration in structural lightweight aggregate concrete produced with different binders[J]. Construction and Building Materials, 2015, 98: 425-436."
18243530,"Compressive strength of concrete at 28 days",838,0.55,0.00,0.06,0.00,0.00,0.00,0.00,,,,350.0,329.0,"cem ii/a-d",192.5,150,,"EN 12390",水养,47.00,"Real S, Bogas J A, Pontes J. Chloride migration in structural lightweight aggregate concrete produced with different binders[J]. Construction and Building Materials, 2015, 98: 425-436."
18243531,"Compressive strength of concrete at 28 days",839,0.55,0.00,0.09,0.00,0.00,0.00,0.00,,,,350.0,318.5,"cem ii/a-d",192.5,150,,"EN 12390",水养,45.00,"Real S, Bogas J A, Pontes J. Chloride migration in structural lightweight aggregate concrete produced with different binders[J]. Construction and Building Materials, 2015, 98: 425-436."
18243532,"Compressive strength of concrete at 28 days",840,0.55,0.15,0.00,0.00,0.00,0.00,0.00,,,,350.0,297.5,"cem ii/a-v",192.5,150,,"EN 12390",水养,42.20,"Real S, Bogas J A, Pontes J. Chloride migration in structural lightweight aggregate concrete produced with different binders[J]. Construction and Building Materials, 2015, 98: 425-436."
18243533,"Compressive strength of concrete at 28 days",841,0.55,0.30,0.00,0.00,0.00,0.00,0.00,,,,350.0,245.0,"cem ii/b-v",192.5,150,,"EN 12390",水养,36.00,"Real S, Bogas J A, Pontes J. Chloride migration in structural lightweight aggregate concrete produced with different binders[J]. Construction and Building Materials, 2015, 98: 425-436."
18243534,"Compressive strength of concrete at 28 days",842,0.55,0.20,0.10,0.00,0.00,0.00,0.00,,,,350.0,245.0,"cem iv/a-v",192.5,150,,"EN 12390",水养,40.10,"Real S, Bogas J A, Pontes J. Chloride migration in structural lightweight aggregate concrete produced with different binders[J]. Construction and Building Materials, 2015, 98: 425-436."
18243535,"Compressive strength of concrete at 28 days",843,0.55,0.40,0.10,0.00,0.00,0.00,0.00,,,,350.0,175.0,"cem iv/b-v",192.5,150,,"EN 12390",水养,25.90,"Real S, Bogas J A, Pontes J. Chloride migration in structural lightweight aggregate concrete produced with different binders[J]. Construction and Building Materials, 2015, 98: 425-436."
18243536,"Compressive strength of concrete at 28 days",844,0.44,0.00,0.00,0.00,0.00,0.00,0.00,,,,335.0,335.0,"type 2",147.4,φ4*8,,,,27.99,"Tran Q. Investigation of durability and compressive strength of HPC mixtures and modeling the corrosion initiation time through the electrical resistivity[D]. California State University, Fullerton, 2015."
18243537,"Compressive strength of concrete at 28 days",845,0.44,0.20,0.00,0.00,0.00,0.00,0.00,,,,335.0,268.0,"type 2",147.4,φ4*8,,,,24.51,"Tran Q. Investigation of durability and compressive strength of HPC mixtures and modeling the corrosion initiation time through the electrical resistivity[D]. California State University, Fullerton, 2015."
18243538,"Compressive strength of concrete at 28 days",846,0.44,0.20,0.00,0.00,0.00,0.00,0.00,,,,335.0,268.0,"type 2",147.4,φ4*8,,,,28.11,"Tran Q. Investigation of durability and compressive strength of HPC mixtures and modeling the corrosion initiation time through the electrical resistivity[D]. California State University, Fullerton, 2015."
18243539,"Compressive strength of concrete at 28 days",847,0.44,0.40,0.00,0.00,0.00,0.00,0.00,,,,335.0,201.0,"type 2",147.4,φ4*8,,,,29.17,"Tran Q. Investigation of durability and compressive strength of HPC mixtures and modeling the corrosion initiation time through the electrical resistivity[D]. California State University, Fullerton, 2015."
18243540,"Compressive strength of concrete at 28 days",848,0.44,0.40,0.00,0.00,0.00,0.00,0.00,,,,335.0,201.0,"type 2",147.4,φ4*8,,,,32.41,"Tran Q. Investigation of durability and compressive strength of HPC mixtures and modeling the corrosion initiation time through the electrical resistivity[D]. California State University, Fullerton, 2015."
18243541,"Compressive strength of concrete at 28 days",849,0.44,0.40,0.00,0.00,0.00,0.00,0.00,,,,335.0,201.0,"type 2",147.4,φ4*8,,,,29.96,"Tran Q. Investigation of durability and compressive strength of HPC mixtures and modeling the corrosion initiation time through the electrical resistivity[D]. California State University, Fullerton, 2015."
18243542,"Compressive strength of concrete at 28 days",850,0.44,0.20,0.05,0.00,0.00,0.00,0.00,,,,335.0,251.3,"type 2",147.4,φ4*8,,,,48.09,"Tran Q. Investigation of durability and compressive strength of HPC mixtures and modeling the corrosion initiation time through the electrical resistivity[D]. California State University, Fullerton, 2015."
18243543,"Compressive strength of concrete at 28 days",851,0.44,0.20,0.05,0.00,0.00,0.00,0.00,,,,335.0,251.3,"type 2",147.4,φ4*8,,,,36.30,"Tran Q. Investigation of durability and compressive strength of HPC mixtures and modeling the corrosion initiation time through the electrical resistivity[D]. California State University, Fullerton, 2015."
18243544,"Compressive strength of concrete at 28 days",852,0.44,0.00,0.00,0.35,0.00,0.00,0.00,,,,335.0,217.8,"type 2",147.4,φ4*8,,,,50.17,"Tran Q. Investigation of durability and compressive strength of HPC mixtures and modeling the corrosion initiation time through the electrical resistivity[D]. California State University, Fullerton, 2015."
18243545,"Compressive strength of concrete at 28 days",853,0.44,0.00,0.05,0.35,0.00,0.00,0.00,,,,335.0,201.0,"type 2",147.4,φ4*8,,,,43.56,"Tran Q. Investigation of durability and compressive strength of HPC mixtures and modeling the corrosion initiation time through the electrical resistivity[D]. California State University, Fullerton, 2015."
18243546,"Compressive strength of concrete at 28 days",854,0.44,0.15,0.00,0.35,0.00,0.00,0.00,,,,335.0,167.5,"type 2",147.4,φ4*8,,,,43.75,"Tran Q. Investigation of durability and compressive strength of HPC mixtures and modeling the corrosion initiation time through the electrical resistivity[D]. California State University, Fullerton, 2015."
18243547,"Compressive strength of concrete at 28 days",855,0.44,0.15,0.00,0.35,0.00,0.00,0.00,,,,335.0,167.5,"type 2",147.4,φ4*8,,,,21.64,"Tran Q. Investigation of durability and compressive strength of HPC mixtures and modeling the corrosion initiation time through the electrical resistivity[D]. California State University, Fullerton, 2015."
18243548,"Compressive strength of concrete at 28 days",856,0.44,0.00,0.05,0.00,0.00,0.00,0.00,,,,335.0,318.3,"type 2",147.4,φ4*8,,,,54.06,"Tran Q. Investigation of durability and compressive strength of HPC mixtures and modeling the corrosion initiation time through the electrical resistivity[D]. California State University, Fullerton, 2015."
18243549,"Compressive strength of concrete at 28 days",857,0.44,0.00,0.07,0.00,0.00,0.00,0.00,,,,335.0,311.6,"type 2",147.4,φ4*8,,,,51.98,"Tran Q. Investigation of durability and compressive strength of HPC mixtures and modeling the corrosion initiation time through the electrical resistivity[D]. California State University, Fullerton, 2015."
18243550,"Compressive strength of concrete at 28 days",858,0.44,0.30,0.05,0.00,0.00,0.00,0.00,,,,335.0,217.8,"type 2",147.4,φ4*8,,,,48.66,"Tran Q. Investigation of durability and compressive strength of HPC mixtures and modeling the corrosion initiation time through the electrical resistivity[D]. California State University, Fullerton, 2015."
18243551,"Compressive strength of concrete at 28 days",859,0.44,0.30,0.05,0.00,0.00,0.00,0.00,,,,335.0,217.8,"type 2",147.4,φ4*8,,,,40.47,"Tran Q. Investigation of durability and compressive strength of HPC mixtures and modeling the corrosion initiation time through the electrical resistivity[D]. California State University, Fullerton, 2015."
18243552,"Compressive strength of concrete at 28 days",860,0.44,0.00,0.05,0.40,0.00,0.00,0.00,,,,335.0,184.3,"type 2",147.4,φ4*8,,,,34.85,"Tran Q. Investigation of durability and compressive strength of HPC mixtures and modeling the corrosion initiation time through the electrical resistivity[D]. California State University, Fullerton, 2015."
18243553,"Compressive strength of concrete at 28 days",861,0.44,0.15,0.00,0.40,0.00,0.00,0.00,,,,335.0,150.8,"type 2",147.4,φ4*8,,,,31.72,"Tran Q. Investigation of durability and compressive strength of HPC mixtures and modeling the corrosion initiation time through the electrical resistivity[D]. California State University, Fullerton, 2015."
18243554,"Compressive strength of concrete at 28 days",862,0.44,0.15,0.00,0.40,0.00,0.00,0.00,,,,335.0,150.8,"type 2",147.4,φ4*8,,,,35.70,"Tran Q. Investigation of durability and compressive strength of HPC mixtures and modeling the corrosion initiation time through the electrical resistivity[D]. California State University, Fullerton, 2015."
18243555,"Compressive strength of concrete at 28 days",863,0.44,0.00,0.00,0.35,0.00,0.00,0.00,,,,335.0,217.8,"type 2",147.4,φ4*8,,,,40.14,"Tran Q. Investigation of durability and compressive strength of HPC mixtures and modeling the corrosion initiation time through the electrical resistivity[D]. California State University, Fullerton, 2015."
18243556,"Compressive strength of concrete at 28 days",864,0.44,0.00,0.05,0.35,0.00,0.00,0.00,,,,335.0,201.0,"type 2",147.4,φ4*8,,,,35.39,"Tran Q. Investigation of durability and compressive strength of HPC mixtures and modeling the corrosion initiation time through the electrical resistivity[D]. California State University, Fullerton, 2015."
18243557,"Compressive strength of concrete at 28 days",865,0.44,0.15,0.00,0.35,0.00,0.00,0.00,,,,335.0,167.5,"type 2",147.4,φ4*8,,,,38.81,"Tran Q. Investigation of durability and compressive strength of HPC mixtures and modeling the corrosion initiation time through the electrical resistivity[D]. California State University, Fullerton, 2015."
18243558,"Compressive strength of concrete at 28 days",866,0.44,0.15,0.00,0.35,0.00,0.00,0.00,,,,335.0,167.5,"type 2",147.4,φ4*8,,,,28.23,"Tran Q. Investigation of durability and compressive strength of HPC mixtures and modeling the corrosion initiation time through the electrical resistivity[D]. California State University, Fullerton, 2015."
18243559,"Compressive strength of concrete at 28 days",867,0.44,0.20,0.00,0.35,0.00,0.00,0.00,,,,335.0,150.8,"type 2",147.4,φ4*8,,,,27.77,"Tran Q. Investigation of durability and compressive strength of HPC mixtures and modeling the corrosion initiation time through the electrical resistivity[D]. California State University, Fullerton, 2015."
18243560,"Compressive strength of concrete at 28 days",868,0.44,0.00,0.00,0.35,0.00,0.00,0.05,,,,335.0,201.0,"type 2",147.4,φ4*8,,,,40.29,"Tran Q. Investigation of durability and compressive strength of HPC mixtures and modeling the corrosion initiation time through the electrical resistivity[D]. California State University, Fullerton, 2015."
18243561,"Compressive strength of concrete at 28 days",869,0.44,0.00,0.00,0.35,0.00,0.00,0.05,,,,335.0,201.0,"type 2",147.4,φ4*8,,,,43.74,"Tran Q. Investigation of durability and compressive strength of HPC mixtures and modeling the corrosion initiation time through the electrical resistivity[D]. California State University, Fullerton, 2015."
18243562,"Compressive strength of concrete at 28 days",870,0.44,0.20,0.00,0.00,0.00,0.00,0.05,,,,335.0,251.3,"type 2",147.4,φ4*8,,,,32.37,"Tran Q. Investigation of durability and compressive strength of HPC mixtures and modeling the corrosion initiation time through the electrical resistivity[D]. California State University, Fullerton, 2015."
18243563,"Compressive strength of concrete at 28 days",871,0.44,0.20,0.00,0.00,0.00,0.00,0.05,,,,335.0,251.3,"type 2",147.4,φ4*8,,,,36.17,"Tran Q. Investigation of durability and compressive strength of HPC mixtures and modeling the corrosion initiation time through the electrical resistivity[D]. California State University, Fullerton, 2015."
18243564,"Compressive strength of concrete at 28 days",872,0.60,0.00,0.00,0.00,0.00,0.00,0.00,700,1140,0.38,350.0,350.0,po42.5,210.0,100,,GB50081,,32.41,"Zhou Q, Lu C, Wang W, et al. Effect of fly ash and sustained uniaxial compressive loading on chloride diffusion in concrete[J]. Journal of Building Engineering, 2020, 31: 101394."
18243565,"Compressive strength of concrete at 28 days",873,0.58,0.15,0.00,0.00,0.00,0.00,0.00,691,1140,0.38,360.0,297.5,po42.5,210.0,100,,GB50081,,28.80,"Zhou Q, Lu C, Wang W, et al. Effect of fly ash and sustained uniaxial compressive loading on chloride diffusion in concrete[J]. Journal of Building Engineering, 2020, 31: 101394."
18243566,"Compressive strength of concrete at 28 days",874,0.57,0.30,0.00,0.00,0.00,0.00,0.00,681,1140,0.37,371.0,245.0,po42.5,210.0,100,,GB50081,,26.13,"Zhou Q, Lu C, Wang W, et al. Effect of fly ash and sustained uniaxial compressive loading on chloride diffusion in concrete[J]. Journal of Building Engineering, 2020, 31: 101394."
18243567,"Compressive strength of concrete at 28 days",875,0.50,0.00,0.00,0.00,0.00,0.00,0.00,540,1260,0.30,400.0,400.0,pii42.5,200.0,150,,,标养,39.00,"Jiang P, Jiang L, Zha J, et al. Influence of temperature history on chloride diffusion in high volume fly ash concrete[J]. Construction and building materials, 2017, 144: 677-685."
18243568,"Compressive strength of concrete at 28 days",876,0.50,0.30,0.00,0.00,0.00,0.00,0.00,540,1260,0.30,400.0,280.0,pii42.5,200.0,150,,,标养,33.00,"Jiang P, Jiang L, Zha J, et al. Influence of temperature history on chloride diffusion in high volume fly ash concrete[J]. Construction and building materials, 2017, 144: 677-685."
18243569,"Compressive strength of concrete at 28 days",877,0.50,0.50,0.00,0.00,0.00,0.00,0.00,540,1260,0.30,400.0,200.0,pii42.5,200.0,150,,,标养,22.00,"Jiang P, Jiang L, Zha J, et al. Influence of temperature history on chloride diffusion in high volume fly ash concrete[J]. Construction and building materials, 2017, 144: 677-685."
18243570,"Compressive strength of concrete at 28 days",878,0.50,0.70,0.00,0.00,0.00,0.00,0.00,540,1260,0.30,400.0,120.0,pii42.5,200.0,150,,,标养,19.00,"Jiang P, Jiang L, Zha J, et al. Influence of temperature history on chloride diffusion in high volume fly ash concrete[J]. Construction and building materials, 2017, 144: 677-685."
18243571,"Compressive strength of concrete at 28 days",879,0.50,0.00,0.00,0.00,0.00,0.00,0.00,,,,390.0,390.0,,195.0,100,,,,40.00,"Wang Y, Tan Y, Wang Y, et al. Mechanical properties and chloride permeability of green concrete mixed with fly ash and coal gangue[J]. Construction and Building Materials, 2020, 233: 117166."
18243572,"Compressive strength of concrete at 28 days",880,0.50,0.10,0.00,0.00,0.00,0.00,0.00,,,,390.0,351.0,,195.0,100,,,,30.00,"Wang Y, Tan Y, Wang Y, et al. Mechanical properties and chloride permeability of green concrete mixed with fly ash and coal gangue[J]. Construction and Building Materials, 2020, 233: 117166."
18243573,"Compressive strength of concrete at 28 days",881,0.50,0.20,0.00,0.00,0.00,0.00,0.00,,,,390.0,312.0,,195.0,100,,,,30.00,"Wang Y, Tan Y, Wang Y, et al. Mechanical properties and chloride permeability of green concrete mixed with fly ash and coal gangue[J]. Construction and Building Materials, 2020, 233: 117166."
18243574,"Compressive strength of concrete at 28 days",882,0.50,0.30,0.00,0.00,0.00,0.00,0.00,,,,390.0,273.0,,195.0,100,,,,32.00,"Wang Y, Tan Y, Wang Y, et al. Mechanical properties and chloride permeability of green concrete mixed with fly ash and coal gangue[J]. Construction and Building Materials, 2020, 233: 117166."
18243575,"Compressive strength of concrete at 28 days",883,0.46,0.00,0.00,0.00,0.00,0.00,0.00,640,1225,0.34,360.0,360.0,"CEM I42.5 R 水泥",165.0,150,,,,48.60,"Audenaert K, Yuan Q, De Schutter G. On the time dependency of the chloride migration coefficient in concrete[J]. Construction and building materials, 2010, 24(3): 396-402."
18243576,"Compressive strength of concrete at 28 days",884,0.46,0.00,0.00,0.00,0.00,0.00,0.00,640,1225,0.34,360.0,360.0,"CEM III/A42.5 LA水泥",165.0,150,,,,49.70,"Audenaert K, Yuan Q, De Schutter G. On the time dependency of the chloride migration coefficient in concrete[J]. Construction and building materials, 2010, 24(3): 396-402."
18243577,"Compressive strength of concrete at 28 days",885,0.41,0.00,0.00,0.00,0.00,0.00,0.00,626,1200,0.34,400.0,400.0,"CEM I42.5 R 水泥",165.0,150,,,,53.70,"Audenaert K, Yuan Q, De Schutter G. On the time dependency of the chloride migration coefficient in concrete[J]. Construction and building materials, 2010, 24(3): 396-402."
18243578,"Compressive strength of concrete at 28 days",886,0.46,0.00,0.00,0.00,0.00,0.00,0.00,640,1225,0.34,360.0,360.0,"CEM I52.5 HSR水泥",165.0,150,,,,50.20,"Audenaert K, Yuan Q, De Schutter G. On the time dependency of the chloride migration coefficient in concrete[J]. Construction and building materials, 2010, 24(3): 396-402."
18243579,"Compressive strength of concrete at 28 days",887,0.35,0.00,0.00,0.00,0.00,0.00,0.00,600,1200,0.33,400.0,400.0,"cem I 32.5",140.0,,,,,57.20,"Yang J, Wittmann F H, Zhao T. Comparison of Different Test Methods to Determine the Diffusion Coefficient of Chloride in Concrete/Vergleich unterschiedlicher Methoden zur Bestimmung des Diffusionskoeffizienten von Chlorid in Beton[J]. Restoration of Buildings and Monuments, 2010, 16(1): 57-68."
18243580,"Compressive strength of concrete at 28 days",888,0.40,0.00,0.00,0.00,0.00,0.00,0.00,600,1200,0.33,400.0,400.0,"cem I 32.5",160.0,,,,,52.90,"Yang J, Wittmann F H, Zhao T. Comparison of Different Test Methods to Determine the Diffusion Coefficient of Chloride in Concrete/Vergleich unterschiedlicher Methoden zur Bestimmung des Diffusionskoeffizienten von Chlorid in Beton[J]. Restoration of Buildings and Monuments, 2010, 16(1): 57-68."
18243581,"Compressive strength of concrete at 28 days",889,0.45,0.00,0.00,0.00,0.00,0.00,0.00,600,1200,0.33,400.0,400.0,"cem I 32.5",180.0,,,,,49.30,"Yang J, Wittmann F H, Zhao T. Comparison of Different Test Methods to Determine the Diffusion Coefficient of Chloride in Concrete/Vergleich unterschiedlicher Methoden zur Bestimmung des Diffusionskoeffizienten von Chlorid in Beton[J]. Restoration of Buildings and Monuments, 2010, 16(1): 57-68."
18243582,"Compressive strength of concrete at 28 days",890,0.50,0.00,0.00,0.00,0.00,0.00,0.00,600,1200,0.33,400.0,400.0,"cem I 32.5",200.0,,,,,41.60,"Yang J, Wittmann F H, Zhao T. Comparison of Different Test Methods to Determine the Diffusion Coefficient of Chloride in Concrete/Vergleich unterschiedlicher Methoden zur Bestimmung des Diffusionskoeffizienten von Chlorid in Beton[J]. Restoration of Buildings and Monuments, 2010, 16(1): 57-68."
18243583,"Compressive strength of concrete at 28 days",891,0.55,0.00,0.00,0.00,0.00,0.00,0.00,600,1200,0.33,400.0,400.0,"cem I 32.5",220.0,,,,,31.30,"Yang J, Wittmann F H, Zhao T. Comparison of Different Test Methods to Determine the Diffusion Coefficient of Chloride in Concrete/Vergleich unterschiedlicher Methoden zur Bestimmung des Diffusionskoeffizienten von Chlorid in Beton[J]. Restoration of Buildings and Monuments, 2010, 16(1): 57-68."
18243584,"Compressive strength of concrete at 28 days",892,0.60,0.00,0.00,0.00,0.00,0.00,0.00,600,1200,0.33,400.0,400.0,"cem I 32.5",240.0,,,,,28.80,"Yang J, Wittmann F H, Zhao T. Comparison of Different Test Methods to Determine the Diffusion Coefficient of Chloride in Concrete/Vergleich unterschiedlicher Methoden zur Bestimmung des Diffusionskoeffizienten von Chlorid in Beton[J]. Restoration of Buildings and Monuments, 2010, 16(1): 57-68."
18243585,"Compressive strength of concrete at 28 days",893,0.50,0.10,0.00,0.00,0.00,0.00,0.00,600,1200,0.33,400.0,360.0,"cem I 32.5",200.0,,,,,35.80,"Yang J, Wittmann F H, Zhao T. Comparison of Different Test Methods to Determine the Diffusion Coefficient of Chloride in Concrete/Vergleich unterschiedlicher Methoden zur Bestimmung des Diffusionskoeffizienten von Chlorid in Beton[J]. Restoration of Buildings and Monuments, 2010, 16(1): 57-68."
18243586,"Compressive strength of concrete at 28 days",894,0.50,0.15,0.00,0.00,0.00,0.00,0.00,600,1200,0.33,400.0,340.0,"cem I 32.5",200.0,,,,,35.10,"Yang J, Wittmann F H, Zhao T. Comparison of Different Test Methods to Determine the Diffusion Coefficient of Chloride in Concrete/Vergleich unterschiedlicher Methoden zur Bestimmung des Diffusionskoeffizienten von Chlorid in Beton[J]. Restoration of Buildings and Monuments, 2010, 16(1): 57-68."
18243587,"Compressive strength of concrete at 28 days",895,0.50,0.20,0.00,0.00,0.00,0.00,0.00,600,1200,0.33,400.0,320.0,"cem I 32.5",200.0,,,,,30.90,"Yang J, Wittmann F H, Zhao T. Comparison of Different Test Methods to Determine the Diffusion Coefficient of Chloride in Concrete/Vergleich unterschiedlicher Methoden zur Bestimmung des Diffusionskoeffizienten von Chlorid in Beton[J]. Restoration of Buildings and Monuments, 2010, 16(1): 57-68."
18243588,"Compressive strength of concrete at 28 days",896,0.50,0.25,0.00,0.00,0.00,0.00,0.00,600,1200,0.33,400.0,300.0,"cem I 32.5",200.0,,,,,29.20,"Yang J, Wittmann F H, Zhao T. Comparison of Different Test Methods to Determine the Diffusion Coefficient of Chloride in Concrete/Vergleich unterschiedlicher Methoden zur Bestimmung des Diffusionskoeffizienten von Chlorid in Beton[J]. Restoration of Buildings and Monuments, 2010, 16(1): 57-68."
18243589,"Compressive strength of concrete at 28 days",897,0.50,0.30,0.00,0.00,0.00,0.00,0.00,600,1200,0.33,400.0,280.0,"cem I 32.5",200.0,,,,,31.70,"Yang J, Wittmann F H, Zhao T. Comparison of Different Test Methods to Determine the Diffusion Coefficient of Chloride in Concrete/Vergleich unterschiedlicher Methoden zur Bestimmung des Diffusionskoeffizienten von Chlorid in Beton[J]. Restoration of Buildings and Monuments, 2010, 16(1): 57-68."
18243590,"Compressive strength of concrete at 28 days",898,0.28,0.17,0.00,0.00,0.00,0.00,0.00,754,945,0.44,564.0,470.0,po52.5,156.0,150,,,,46.50,"Yang J, Yan P. Modification of test process of PERMIT ion migration test and its application to determinate effect of methods to improve chloride penetration resistance of cover concrete[J]. Journal of advanced concrete technology, 2009, 7(3): 385-391."
18243591,"Compressive strength of concrete at 28 days",899,0.67,0.00,0.00,0.00,0.00,0.00,0.00,749,1125,0.40,297.0,297.0,po42.5,199.0,150,,,,34.20,"Yang J, Yan P. Modification of test process of PERMIT ion migration test and its application to determinate effect of methods to improve chloride penetration resistance of cover concrete[J]. Journal of advanced concrete technology, 2009, 7(3): 385-391."
18243592,"Compressive strength of concrete at 28 days",900,0.59,0.25,0.00,0.00,0.00,0.00,0.00,749,1125,0.40,320.0,240.0,po42.5,189.0,150,,,,32.70,"Yang J, Yan P. Modification of test process of PERMIT ion migration test and its application to determinate effect of methods to improve chloride penetration resistance of cover concrete[J]. Journal of advanced concrete technology, 2009, 7(3): 385-391."
18243593,"Compressive strength of concrete at 28 days",901,0.47,0.50,0.00,0.00,0.00,0.00,0.00,749,1125,0.40,344.0,172.0,po42.5,161.0,150,,,,30.30,"Yang J, Yan P. Modification of test process of PERMIT ion migration test and its application to determinate effect of methods to improve chloride penetration resistance of cover concrete[J]. Journal of advanced concrete technology, 2009, 7(3): 385-391."
18243594,"Compressive strength of concrete at 28 days",902,0.48,0.00,0.00,0.00,0.00,0.00,0.00,749,1125,0.40,399.0,399.0,po42.5,191.0,150,,,,49.90,"Yang J, Yan P. Modification of test process of PERMIT ion migration test and its application to determinate effect of methods to improve chloride penetration resistance of cover concrete[J]. Journal of advanced concrete technology, 2009, 7(3): 385-391."
18243595,"Compressive strength of concrete at 28 days",903,0.43,0.25,0.00,0.00,0.00,0.00,0.00,749,1125,0.40,408.0,306.0,po42.5,175.0,150,,,,46.80,"Yang J, Yan P. Modification of test process of PERMIT ion migration test and its application to determinate effect of methods to improve chloride penetration resistance of cover concrete[J]. Journal of advanced concrete technology, 2009, 7(3): 385-391."
18243596,"Compressive strength of concrete at 28 days",904,0.36,0.50,0.00,0.00,0.00,0.00,0.00,749,1125,0.40,428.0,214.0,po42.5,154.0,150,,,,47.50,"Yang J, Yan P. Modification of test process of PERMIT ion migration test and its application to determinate effect of methods to improve chloride penetration resistance of cover concrete[J]. Journal of advanced concrete technology, 2009, 7(3): 385-391."
18243597,"Compressive strength of concrete at 28 days",905,0.40,0.00,0.00,0.00,0.00,0.00,0.00,749,1125,0.40,466.0,466.0,po42.5,187.0,150,,,,58.50,"Yang J, Yan P. Modification of test process of PERMIT ion migration test and its application to determinate effect of methods to improve chloride penetration resistance of cover concrete[J]. Journal of advanced concrete technology, 2009, 7(3): 385-391."
18243598,"Compressive strength of concrete at 28 days",906,0.36,0.25,0.00,0.00,0.00,0.00,0.00,749,1125,0.40,469.3,352.0,po42.5,167.0,150,,,,62.70,"Yang J, Yan P. Modification of test process of PERMIT ion migration test and its application to determinate effect of methods to improve chloride penetration resistance of cover concrete[J]. Journal of advanced concrete technology, 2009, 7(3): 385-391."
18243599,"Compressive strength of concrete at 28 days",907,0.30,0.50,0.00,0.00,0.00,0.00,0.00,749,1125,0.40,490.0,245.0,po42.5,147.0,150,,,,57.60,"Yang J, Yan P. Modification of test process of PERMIT ion migration test and its application to determinate effect of methods to improve chloride penetration resistance of cover concrete[J]. Journal of advanced concrete technology, 2009, 7(3): 385-391."
18243600,"Compressive strength of concrete at 28 days",908,0.45,0.00,0.00,0.00,0.00,0.00,0.00,692,1037,0.40,400.0,400.0,"type 1",180.0,,,,,46.00,"Pilvar A, Ramezanianpour A A, Rajaie H, et al. Practical evaluation of rapid tests for assessing the chloride resistance of concretes containing silica fume[J]. Computers and Concrete, 2016, 18(4): 793."
