Id,"Case Name","Case Id","Water-binder ratio","Amount of fly ash","Amount of silica fume","Amount of slag","Amount of limestone powder","Amount of Pozzolan","Amount of metakaolin","Fine aggregate","Coarse aggregate",Sp,"Amount of binder","Amount of cement","Type of cement","Amount of water","Specimen size","Transfer coefficient","Test mode","Curing type","Compressive strength",Reference
,,,,,,,,,,kg/m^3,,,kg/m^3,kg/m^3,,kg/m^3,mm,,,,MPa,
18243601,"Compressive strength of concrete at 28 days",909,0.35,0.00,0.00,0.00,0.00,0.00,0.00,732,1099,0.40,400.0,400.0,"type 1",140.0,,,,,62.30,"Pilvar A, Ramezanianpour A A, Rajaie H, et al. Practical evaluation of rapid tests for assessing the chloride resistance of concretes containing silica fume[J]. Computers and Concrete, 2016, 18(4): 793."
18243602,"Compressive strength of concrete at 28 days",910,0.45,0.00,0.00,0.00,0.00,0.00,0.00,731,1096,0.40,350.0,350.0,"type 1",157.5,,,,,50.50,"Pilvar A, Ramezanianpour A A, Rajaie H, et al. Practical evaluation of rapid tests for assessing the chloride resistance of concretes containing silica fume[J]. Computers and Concrete, 2016, 18(4): 793."
18243603,"Compressive strength of concrete at 28 days",911,0.35,0.00,0.00,0.00,0.00,0.00,0.00,766,1150,0.40,350.0,350.0,"type 1",122.5,,,,,65.80,"Pilvar A, Ramezanianpour A A, Rajaie H, et al. Practical evaluation of rapid tests for assessing the chloride resistance of concretes containing silica fume[J]. Computers and Concrete, 2016, 18(4): 793."
18243604,"Compressive strength of concrete at 28 days",912,0.45,0.00,0.08,0.00,0.00,0.00,0.00,692,1037,0.40,400.0,370.0,"type 1",180.0,,,,,58.00,"Pilvar A, Ramezanianpour A A, Rajaie H, et al. Practical evaluation of rapid tests for assessing the chloride resistance of concretes containing silica fume[J]. Computers and Concrete, 2016, 18(4): 793."
18243605,"Compressive strength of concrete at 28 days",913,0.35,0.00,0.08,0.00,0.00,0.00,0.00,732,1099,0.40,400.0,370.0,"type 1",140.0,,,,,78.00,"Pilvar A, Ramezanianpour A A, Rajaie H, et al. Practical evaluation of rapid tests for assessing the chloride resistance of concretes containing silica fume[J]. Computers and Concrete, 2016, 18(4): 793."
18243606,"Compressive strength of concrete at 28 days",914,0.45,0.00,0.08,0.00,0.00,0.00,0.00,731,1096,0.40,350.0,323.8,"type 1",157.5,,,,,60.30,"Pilvar A, Ramezanianpour A A, Rajaie H, et al. Practical evaluation of rapid tests for assessing the chloride resistance of concretes containing silica fume[J]. Computers and Concrete, 2016, 18(4): 793."
18243607,"Compressive strength of concrete at 28 days",915,0.35,0.00,0.08,0.00,0.00,0.00,0.00,766,1150,0.40,350.0,323.8,"type 1",122.5,,,,,78.00,"Pilvar A, Ramezanianpour A A, Rajaie H, et al. Practical evaluation of rapid tests for assessing the chloride resistance of concretes containing silica fume[J]. Computers and Concrete, 2016, 18(4): 793."
18243608,"Compressive strength of concrete at 28 days",916,0.45,0.00,0.15,0.00,0.00,0.00,0.00,692,1037,0.40,400.0,340.0,"type 1",180.0,,,,,60.30,"Pilvar A, Ramezanianpour A A, Rajaie H, et al. Practical evaluation of rapid tests for assessing the chloride resistance of concretes containing silica fume[J]. Computers and Concrete, 2016, 18(4): 793."
18243609,"Compressive strength of concrete at 28 days",917,0.35,0.00,0.15,0.00,0.00,0.00,0.00,732,1099,0.40,400.0,340.0,"type 1",140.0,,,,,78.50,"Pilvar A, Ramezanianpour A A, Rajaie H, et al. Practical evaluation of rapid tests for assessing the chloride resistance of concretes containing silica fume[J]. Computers and Concrete, 2016, 18(4): 793."
18243610,"Compressive strength of concrete at 28 days",918,0.45,0.00,0.15,0.00,0.00,0.00,0.00,731,1096,0.40,350.0,297.5,"type 1",157.5,,,,,64.30,"Pilvar A, Ramezanianpour A A, Rajaie H, et al. Practical evaluation of rapid tests for assessing the chloride resistance of concretes containing silica fume[J]. Computers and Concrete, 2016, 18(4): 793."
18243611,"Compressive strength of concrete at 28 days",919,0.35,0.00,0.15,0.00,0.00,0.00,0.00,766,1150,0.40,350.0,297.5,"type 1",122.5,,,,,80.00,"Pilvar A, Ramezanianpour A A, Rajaie H, et al. Practical evaluation of rapid tests for assessing the chloride resistance of concretes containing silica fume[J]. Computers and Concrete, 2016, 18(4): 793."
18243612,"Compressive strength of concrete at 28 days",920,0.70,0.00,0.00,0.00,0.00,0.00,0.00,,,,265.0,265.0,"cem 1 42.5",185.5,,,,自养,22.80,"Frederiksen J M, S?rensen H E, Andersen A, et al. HETEK, The effect of the w/c ratio on chloride transport into concrete-Immersion, migration and resistivity tests[J]. Copenhagen, Denmark: The Road Directorate, 1997."
18243613,"Compressive strength of concrete at 28 days",921,0.60,0.00,0.00,0.00,0.00,0.00,0.00,,,,292.0,292.0,"cem 1 42.5",175.2,,,,自养,32.20,"Frederiksen J M, S?rensen H E, Andersen A, et al. HETEK, The effect of the w/c ratio on chloride transport into concrete-Immersion, migration and resistivity tests[J]. Copenhagen, Denmark: The Road Directorate, 1997."
18243614,"Compressive strength of concrete at 28 days",922,0.50,0.00,0.00,0.00,0.00,0.00,0.00,,,,327.0,327.0,"cem 1 42.5",163.5,,,,自养,43.90,"Frederiksen J M, S?rensen H E, Andersen A, et al. HETEK, The effect of the w/c ratio on chloride transport into concrete-Immersion, migration and resistivity tests[J]. Copenhagen, Denmark: The Road Directorate, 1997."
18243615,"Compressive strength of concrete at 28 days",923,0.45,0.00,0.00,0.00,0.00,0.00,0.00,,,,348.0,348.0,"cem 1 42.5",156.6,,,,自养,46.90,"Frederiksen J M, S?rensen H E, Andersen A, et al. HETEK, The effect of the w/c ratio on chloride transport into concrete-Immersion, migration and resistivity tests[J]. Copenhagen, Denmark: The Road Directorate, 1997."
18243616,"Compressive strength of concrete at 28 days",924,0.40,0.00,0.00,0.00,0.00,0.00,0.00,,,,374.0,374.0,"cem 1 42.5",149.6,,,,自养,59.30,"Frederiksen J M, S?rensen H E, Andersen A, et al. HETEK, The effect of the w/c ratio on chloride transport into concrete-Immersion, migration and resistivity tests[J]. Copenhagen, Denmark: The Road Directorate, 1997."
18243617,"Compressive strength of concrete at 28 days",925,0.35,0.00,0.00,0.00,0.00,0.00,0.00,,,,398.0,398.0,"cem 1 42.5",139.3,,,,自养,66.90,"Frederiksen J M, S?rensen H E, Andersen A, et al. HETEK, The effect of the w/c ratio on chloride transport into concrete-Immersion, migration and resistivity tests[J]. Copenhagen, Denmark: The Road Directorate, 1997."
18243618,"Compressive strength of concrete at 28 days",926,0.30,0.00,0.00,0.00,0.00,0.00,0.00,,,,434.0,434.0,"cem 1 42.5",130.2,,,,自养,70.10,"Frederiksen J M, S?rensen H E, Andersen A, et al. HETEK, The effect of the w/c ratio on chloride transport into concrete-Immersion, migration and resistivity tests[J]. Copenhagen, Denmark: The Road Directorate, 1997."
18243619,"Compressive strength of concrete at 28 days",927,0.70,0.00,0.00,0.00,0.00,0.00,0.00,,,,265.0,265.0,"cem 1 42.5",185.5,,,,自养,23.70,"Frederiksen J M, S?rensen H E, Andersen A, et al. HETEK, The effect of the w/c ratio on chloride transport into concrete-Immersion, migration and resistivity tests[J]. Copenhagen, Denmark: The Road Directorate, 1997."
18243620,"Compressive strength of concrete at 28 days",928,0.60,0.00,0.00,0.00,0.00,0.00,0.00,,,,292.0,292.0,"cem 1 42.5",175.2,,,,自养,31.50,"Frederiksen J M, S?rensen H E, Andersen A, et al. HETEK, The effect of the w/c ratio on chloride transport into concrete-Immersion, migration and resistivity tests[J]. Copenhagen, Denmark: The Road Directorate, 1997."
18243621,"Compressive strength of concrete at 28 days",929,0.50,0.00,0.00,0.00,0.00,0.00,0.00,,,,327.0,327.0,"cem 1 42.5",163.5,,,,自养,44.10,"Frederiksen J M, S?rensen H E, Andersen A, et al. HETEK, The effect of the w/c ratio on chloride transport into concrete-Immersion, migration and resistivity tests[J]. Copenhagen, Denmark: The Road Directorate, 1997."
18243622,"Compressive strength of concrete at 28 days",930,0.45,0.00,0.00,0.00,0.00,0.00,0.00,,,,348.0,348.0,"cem 1 42.5",156.6,,,,自养,48.10,"Frederiksen J M, S?rensen H E, Andersen A, et al. HETEK, The effect of the w/c ratio on chloride transport into concrete-Immersion, migration and resistivity tests[J]. Copenhagen, Denmark: The Road Directorate, 1997."
18243623,"Compressive strength of concrete at 28 days",931,0.40,0.00,0.00,0.00,0.00,0.00,0.00,,,,374.0,374.0,"cem 1 42.5",149.6,,,,自养,60.50,"Frederiksen J M, S?rensen H E, Andersen A, et al. HETEK, The effect of the w/c ratio on chloride transport into concrete-Immersion, migration and resistivity tests[J]. Copenhagen, Denmark: The Road Directorate, 1997."
18243624,"Compressive strength of concrete at 28 days",932,0.35,0.00,0.00,0.00,0.00,0.00,0.00,,,,398.0,398.0,"cem 1 42.5",139.3,,,,自养,68.50,"Frederiksen J M, S?rensen H E, Andersen A, et al. HETEK, The effect of the w/c ratio on chloride transport into concrete-Immersion, migration and resistivity tests[J]. Copenhagen, Denmark: The Road Directorate, 1997."
18243625,"Compressive strength of concrete at 28 days",933,0.30,0.00,0.00,0.00,0.00,0.00,0.00,,,,434.0,434.0,"cem 1 42.5",130.2,,,,自养,80.60,"Frederiksen J M, S?rensen H E, Andersen A, et al. HETEK, The effect of the w/c ratio on chloride transport into concrete-Immersion, migration and resistivity tests[J]. Copenhagen, Denmark: The Road Directorate, 1997."
18243626,"Compressive strength of concrete at 28 days",934,0.70,0.00,0.00,0.00,0.00,0.00,0.00,,,,265.0,265.0,"cem 1 42.5",185.5,,,,自养,23.30,"Frederiksen J M, S?rensen H E, Andersen A, et al. HETEK, The effect of the w/c ratio on chloride transport into concrete-Immersion, migration and resistivity tests[J]. Copenhagen, Denmark: The Road Directorate, 1997."
18243627,"Compressive strength of concrete at 28 days",935,0.60,0.00,0.00,0.00,0.00,0.00,0.00,,,,292.0,292.0,"cem 1 42.5",175.2,,,,自养,31.90,"Frederiksen J M, S?rensen H E, Andersen A, et al. HETEK, The effect of the w/c ratio on chloride transport into concrete-Immersion, migration and resistivity tests[J]. Copenhagen, Denmark: The Road Directorate, 1997."
18243628,"Compressive strength of concrete at 28 days",936,0.50,0.00,0.00,0.00,0.00,0.00,0.00,,,,327.0,327.0,"cem 1 42.5",163.5,,,,自养,44.90,"Frederiksen J M, S?rensen H E, Andersen A, et al. HETEK, The effect of the w/c ratio on chloride transport into concrete-Immersion, migration and resistivity tests[J]. Copenhagen, Denmark: The Road Directorate, 1997."
18243629,"Compressive strength of concrete at 28 days",937,0.45,0.00,0.00,0.00,0.00,0.00,0.00,,,,348.0,348.0,"cem 1 42.5",156.6,,,,自养,48.90,"Frederiksen J M, S?rensen H E, Andersen A, et al. HETEK, The effect of the w/c ratio on chloride transport into concrete-Immersion, migration and resistivity tests[J]. Copenhagen, Denmark: The Road Directorate, 1997."
18243630,"Compressive strength of concrete at 28 days",938,0.40,0.00,0.00,0.00,0.00,0.00,0.00,,,,374.0,374.0,"cem 1 42.5",149.6,,,,自养,57.70,"Frederiksen J M, S?rensen H E, Andersen A, et al. HETEK, The effect of the w/c ratio on chloride transport into concrete-Immersion, migration and resistivity tests[J]. Copenhagen, Denmark: The Road Directorate, 1997."
18243631,"Compressive strength of concrete at 28 days",939,0.35,0.00,0.00,0.00,0.00,0.00,0.00,,,,398.0,398.0,"cem 1 42.5",139.3,,,,自养,66.30,"Frederiksen J M, S?rensen H E, Andersen A, et al. HETEK, The effect of the w/c ratio on chloride transport into concrete-Immersion, migration and resistivity tests[J]. Copenhagen, Denmark: The Road Directorate, 1997."
18243632,"Compressive strength of concrete at 28 days",940,0.30,0.00,0.00,0.00,0.00,0.00,0.00,,,,434.0,434.0,"cem 1 42.5",130.2,,,,自养,72.40,"Frederiksen J M, S?rensen H E, Andersen A, et al. HETEK, The effect of the w/c ratio on chloride transport into concrete-Immersion, migration and resistivity tests[J]. Copenhagen, Denmark: The Road Directorate, 1997."
18243633,"Compressive strength of concrete at 28 days",941,0.35,0.00,0.00,0.00,0.00,0.00,0.00,,,,450.0,450.0,SRPC,157.5,,,"SS 13 72 10",,70.00,"Luping T. Chloride ingress in concrete exposed to marine environment-field data up to 10 years exposure[M]. 2003."
18243634,"Compressive strength of concrete at 28 days",942,0.40,0.00,0.00,0.00,0.00,0.00,0.00,,,,420.0,420.0,SRPC,168.0,,,"SS 13 72 10",,58.00,"Luping T. Chloride ingress in concrete exposed to marine environment-field data up to 10 years exposure[M]. 2003."
18243635,"Compressive strength of concrete at 28 days",943,0.38,0.00,0.00,0.00,0.00,0.00,0.00,,,,430.0,430.0,SRPC,163.4,,,"SS 13 72 10",,58.00,"Luping T. Chloride ingress in concrete exposed to marine environment-field data up to 10 years exposure[M]. 2003."
18243636,"Compressive strength of concrete at 28 days",944,0.50,0.00,0.00,0.00,0.00,0.00,0.00,,,,370.0,370.0,SRPC,185.0,,,"SS 13 72 10",,41.00,"Luping T. Chloride ingress in concrete exposed to marine environment-field data up to 10 years exposure[M]. 2003."
18243637,"Compressive strength of concrete at 28 days",945,0.75,0.00,0.00,0.00,0.00,0.00,0.00,,,,240.0,240.0,SRPC,180.0,,,"SS 13 72 10",,21.00,"Luping T. Chloride ingress in concrete exposed to marine environment-field data up to 10 years exposure[M]. 2003."
18243638,"Compressive strength of concrete at 28 days",946,0.35,0.00,0.00,0.00,0.00,0.00,0.00,,,,450.0,450.0,OPC,157.5,,,"SS 13 72 10",,60.00,"Luping T. Chloride ingress in concrete exposed to marine environment-field data up to 10 years exposure[M]. 2003."
18243639,"Compressive strength of concrete at 28 days",947,0.40,0.00,0.00,0.00,0.00,0.00,0.00,,,,420.0,420.0,OPC,168.0,,,"SS 13 72 10",,54.00,"Luping T. Chloride ingress in concrete exposed to marine environment-field data up to 10 years exposure[M]. 2003."
18243640,"Compressive strength of concrete at 28 days",948,0.50,0.00,0.00,0.00,0.00,0.00,0.00,,,,390.0,390.0,OPC,195.0,,,"SS 13 72 10",,42.00,"Luping T. Chloride ingress in concrete exposed to marine environment-field data up to 10 years exposure[M]. 2003."
18243641,"Compressive strength of concrete at 28 days",949,0.60,0.00,0.00,0.00,0.00,0.00,0.00,,,,310.0,310.0,OPC,186.0,,,"SS 13 72 10",,35.00,"Luping T. Chloride ingress in concrete exposed to marine environment-field data up to 10 years exposure[M]. 2003."
18243642,"Compressive strength of concrete at 28 days",950,0.75,0.00,0.00,0.00,0.00,0.00,0.00,,,,250.0,250.0,OPC,187.5,,,"SS 13 72 10",,26.00,"Luping T. Chloride ingress in concrete exposed to marine environment-field data up to 10 years exposure[M]. 2003."
18243643,"Compressive strength of concrete at 28 days",951,0.35,0.00,0.05,0.00,0.00,0.00,0.00,,,,473.7,450.0,SRPC,165.8,,,"SS 13 72 10",,72.00,"Luping T. Chloride ingress in concrete exposed to marine environment-field data up to 10 years exposure[M]. 2003."
18243644,"Compressive strength of concrete at 28 days",952,0.40,0.00,0.05,0.00,0.00,0.00,0.00,,,,442.1,420.0,SRPC,176.8,,,"SS 13 72 10",,61.00,"Luping T. Chloride ingress in concrete exposed to marine environment-field data up to 10 years exposure[M]. 2003."
18243645,"Compressive strength of concrete at 28 days",953,0.50,0.00,0.05,0.00,0.00,0.00,0.00,,,,389.5,370.0,SRPC,194.7,,,"SS 13 72 10",,45.00,"Luping T. Chloride ingress in concrete exposed to marine environment-field data up to 10 years exposure[M]. 2003."
18243646,"Compressive strength of concrete at 28 days",954,0.75,0.00,0.05,0.00,0.00,0.00,0.00,,,,252.6,240.0,SRPC,189.5,,,"SS 13 72 10",,21.00,"Luping T. Chloride ingress in concrete exposed to marine environment-field data up to 10 years exposure[M]. 2003."
18243647,"Compressive strength of concrete at 28 days",955,0.40,0.00,0.10,0.00,0.00,0.00,0.00,,,,466.7,420.0,SRPC,186.7,,,"SS 13 72 10",,65.00,"Luping T. Chloride ingress in concrete exposed to marine environment-field data up to 10 years exposure[M]. 2003."
18243648,"Compressive strength of concrete at 28 days",956,0.40,0.00,0.05,0.00,0.00,0.00,0.00,,,,442.1,420.0,SRPC,176.8,,,"SS 13 72 10",,81.00,"Luping T. Chloride ingress in concrete exposed to marine environment-field data up to 10 years exposure[M]. 2003."
18243649,"Compressive strength of concrete at 28 days",957,0.35,0.00,0.05,0.00,0.00,0.00,0.00,,,,473.7,450.0,SRPC,165.8,,,"SS 13 72 10",,93.00,"Luping T. Chloride ingress in concrete exposed to marine environment-field data up to 10 years exposure[M]. 2003."
18243650,"Compressive strength of concrete at 28 days",958,0.40,0.00,0.05,0.00,0.00,0.00,0.00,,,,442.1,420.0,SRPC,176.8,,,"SS 13 72 10",,87.00,"Luping T. Chloride ingress in concrete exposed to marine environment-field data up to 10 years exposure[M]. 2003."
